location_name,year,rate,ridit
Mississippi,2009,22251.15959,0.995192581
Massachusetts,2010,19945.35468,0.010711506
Connecticut,2010,20958.45928,0.027265652
New Hampshire,2010,22633.08429,0.035265048
New Jersey,2010,17900.7546,0.051729944
District of Columbia,2010,22385.63235,0.067032492
Maryland,2010,19117.34246,0.077389538
Vermont,2010,19400.92819,0.087780561
New York,2010,22279.08574,0.1204101
Minnesota,2010,20165.9693,0.160580793
Rhode Island,2010,22059.76105,0.170874433
Virginia,2010,21927.89228,0.185561695
Washington,2010,21675.57644,0.209402942
Illinois,2010,20248.64094,0.241082188
Pennsylvania,2010,21874.63038,0.282642901
Colorado,2010,22903.38561,0.311511358
Wisconsin,2010,20327.9034,0.328848988
Delaware,2010,21114.01014,0.339534849
Maine,2010,20468.18839,0.343170128
California,2010,19734.44586,0.405516679
Oregon,2010,20464.94342,0.471902246
Hawaii,2010,21189.23448,0.48033129
Michigan,2010,24812.91871,0.49864057
Iowa,2010,20380.74969,0.519671265
Florida,2010,19107.98272,0.555433126
North Dakota,2010,21953.79932,0.587349875
Nebraska,2010,20706.93465,0.59137279
Wyoming,2010,21354.82002,0.595214589
Montana,2010,20589.32342,0.597726056
Ohio,2010,20874.39362,0.618069337
Nevada,2010,21159.93704,0.641147321
Kansas,2010,19952.01779,0.650072342
Missouri,2010,19918.54277,0.664356764
Utah,2010,22579.13326,0.678381407
South Dakota,2010,21216.46661,0.684014788
Alaska,2010,20210.89401,0.686458138
North Carolina,2010,19985.4048,0.703000864
Georgia,2010,21356.65668,0.733978391
Indiana,2010,21117.14489,0.760030656
Arizona,2010,32130.76153,0.780810961
Idaho,2010,20227.86749,0.793610931
South Carolina,2010,18103.02954,0.803594873
Alabama,2010,20852.0073,0.818831968
Tennessee,2010,20286.75689,0.836868477
Louisiana,2010,25136.1784,0.854468445
Texas,2010,19312.02473,0.901978875
Oklahoma,2010,21001.65836,0.948213893
New Mexico,2010,19409.24434,0.957573809
Kentucky,2010,20097.91026,0.967919899
West Virginia,2010,27996.19556,0.977980248
Arkansas,2010,19472.18745,0.985727102
Mississippi,2010,20563.99043,0.995220999
Massachusetts,2011,18532.17051,0.01065371
Connecticut,2011,22314.63676,0.027131916
New Hampshire,2011,20981.32542,0.035106369
New Jersey,2011,17145.59614,0.051498039
Maryland,2011,21405.99975,0.075100785
District of Columbia,2011,19337.23005,0.085455336
Vermont,2011,21479.14046,0.087469663
New York,2011,21009.21536,0.119897658
Minnesota,2011,22401.27371,0.159857007
Rhode Island,2011,20562.10021,0.170119373
Virginia,2011,21177.45567,0.184829093
Washington,2011,20651.71693,0.208734851
Colorado,2011,23424.65359,0.227773389
Illinois,2011,19089.59986,0.256586294
Pennsylvania,2011,25108.19416,0.297916167
Delaware,2011,21777.13604,0.320028049
Wisconsin,2011,22221.91538,0.330685369
California,2011,18007.03692,0.400127768
Maine,2011,20089.2893,0.462544126
Oregon,2011,23329.98195,0.470928482
Hawaii,2011,19438.79573,0.479362146
Michigan,2011,24467.4583,0.497515131
Iowa,2011,19942.84331,0.518358625
Florida,2011,17543.37266,0.554304364
Nebraska,2011,21203.62712,0.588268872
Wyoming,2011,20504.93041,0.592105813
North Dakota,2011,20922.2765,0.594100219
Ohio,2011,22859.32946,0.613788046
Montana,2011,20024.67085,0.633993546
Kansas,2011,22470.86668,0.640168774
Nevada,2011,22447.59322,0.649147566
Utah,2011,19629.35808,0.657926327
Missouri,2011,17259.55726,0.671974722
Alaska,2011,22354.89396,0.682791707
South Dakota,2011,18431.42999,0.685239062
North Carolina,2011,22181.68412,0.702051381
Georgia,2011,19300.13749,0.733221865
Arizona,2011,32999.4765,0.75928783
Indiana,2011,19207.95928,0.780138708
South Carolina,2011,19660.67691,0.798101615
Idaho,2011,18775.80439,0.808133122
Alabama,2011,19384.40604,0.818384984
Tennessee,2011,20541.94456,0.836407274
Texas,2011,20622.11373,0.887244477
Louisiana,2011,20355.76587,0.935060154
New Mexico,2011,22985.95958,0.945650216
Oklahoma,2011,21949.99663,0.955009143
Kentucky,2011,21866.35579,0.968052635
Arkansas,2011,22287.34662,0.979767079
West Virginia,2011,26487.27078,0.987484703
Mississippi,2011,21400.16157,0.995247991
Massachusetts,2012,22913.45601,0.010596291
Connecticut,2012,18297.25371,0.026997893
New Hampshire,2012,22679.35687,0.034945991
New Jersey,2012,19104.11134,0.051265479
Maryland,2012,19747.05471,0.074801469
District of Columbia,2012,22453.39165,0.085153305
New York,2012,20315.24179,0.117366697
Vermont,2012,22284.77258,0.149600734
Minnesota,2012,22275.57857,0.159149498
Rhode Island,2012,21764.73686,0.169381226
Virginia,2012,20307.09349,0.184110832
Washington,2012,19254.72769,0.208078946
Illinois,2012,23288.37209,0.239576843
Colorado,2012,20458.52666,0.268293746
Pennsylvania,2012,23657.8726,0.296987461
Delaware,2012,20680.02764,0.318995229
Wisconsin,2012,20070.44574,0.329624914
California,2012,20611.34594,0.399107785
Maine,2012,21528.76021,0.461587728
Oregon,2012,19432.54362,0.469960207
Hawaii,2012,20322.40011,0.478397945
Michigan,2012,24715.2067,0.496400328
Iowa,2012,22193.62034,0.517063382
Nebraska,2012,20936.94154,0.524868592
Florida,2012,21622.81713,0.559030634
Wyoming,2012,20708.96411,0.591184862
North Dakota,2012,21081.89495,0.593178765
Kansas,2012,21229.48657,0.598821301
Montana,2012,20289.77225,0.604982907
Ohio,2012,20334.66625,0.625054083
Utah,2012,22836.9872,0.647944247
Nevada,2012,21250.31262,0.656835819
Missouri,2012,20424.26039,0.670961228
Alaska,2012,20208.54888,0.681761747
South Dakota,2012,21647.19242,0.68421402
North Carolina,2012,21202.96967,0.701122323
Georgia,2012,19873.61074,0.732479939
Arizona,2012,31888.99699,0.758735977
Indiana,2012,18268.94618,0.779654584
South Carolina,2012,21061.84695,0.797615893
Idaho,2012,20570.57081,0.807694047
Alabama,2012,25559.75621,0.817942938
Texas,2012,19510.3456,0.866555063
Tennessee,2012,21024.18219,0.917744117
New Mexico,2012,19591.0609,0.931365028
Oklahoma,2012,20225.02498,0.940723506
Louisiana,2012,21787.94373,0.953972395
Kentucky,2012,19764.44892,0.968179763
Arkansas,2012,20683.81005,0.979865922
West Virginia,2012,24894.08278,0.987554739
Mississippi,2012,22768.73937,0.995272707
Massachusetts,2013,21350.44431,0.010540946
Connecticut,2013,17679.56973,0.026867457
New Hampshire,2013,21684.53817,0.034788584
New Jersey,2013,19552.1301,0.051039206
Maryland,2013,21883.69719,0.07451226
Vermont,2013,21337.37962,0.084875994
New York,2013,22706.03054,0.116928953
District of Columbia,2013,20774.6201,0.148968305
Minnesota,2013,21595.39105,0.158480244
Rhode Island,2013,20849.25264,0.16868224
Virginia,2013,23746.42989,0.183430513
Washington,2013,19341.10528,0.207460349
Illinois,2013,22796.98349,0.2388744
Colorado,2013,22052.25511,0.267498247
Pennsylvania,2013,24447.50845,0.296108058
Wisconsin,2013,18398.09478,0.325674895
Delaware,2013,20346.67447,0.336277945
California,2013,23601.83734,0.398143663
Maine,2013,19891.88836,0.460686189
Oregon,2013,19254.41939,0.469046338
Hawaii,2013,20000.08556,0.477488139
Iowa,2013,17861.45865,0.484581175
Nebraska,2013,21504.91968,0.492357158
Michigan,2013,26104.36245,0.510897949
Florida,2013,21133.75543,0.557964974
North Dakota,2013,23074.307,0.590483666
Wyoming,2013,20239.32867,0.592477315
Kansas,2013,22782.51741,0.597942928
Montana,2013,22867.57082,0.604092166
Ohio,2013,20049.25998,0.624033921
Utah,2013,17731.27736,0.646842526
Alaska,2013,22609.72212,0.652461204
Missouri,2013,18735.26912,0.663246045
Nevada,2013,21990.48722,0.677414638
South Dakota,2013,19701.98857,0.683256174
North Carolina,2013,21147.97899,0.700257241
Georgia,2013,19511.43794,0.731791777
Arizona,2013,30382.69888,0.75822561
Indiana,2013,19189.38941,0.779206618
South Carolina,2013,19668.78407,0.797164743
Idaho,2013,20926.37339,0.807286797
Alabama,2013,20964.53429,0.817531901
New Mexico,2013,20661.60096,0.828561546
Texas,2013,23286.85573,0.87312384
Tennessee,2013,22109.99227,0.924645784
Oklahoma,2013,22026.84165,0.940962807
Louisiana,2013,22566.41311,0.954160444
Kentucky,2013,20640.16217,0.96830311
Arkansas,2013,21584.6188,0.979961626
West Virginia,2013,29018.15722,0.987622611
Mississippi,2013,18689.38823,0.99529686
Massachusetts,2014,23036.60378,0.010486861
Connecticut,2014,19684.88389,0.026740219
New Hampshire,2014,20059.13331,0.034634915
New Jersey,2014,22684.93893,0.050820045
Maryland,2014,20613.66004,0.074234745
New York,2014,22797.11328,0.11448068
Vermont,2014,22508.26796,0.146367478
District of Columbia,2014,21940.55902,0.148358113
Minnesota,2014,20700.10867,0.15785522
Rhode Island,2014,19497.47789,0.168028939
Virginia,2014,23477.10787,0.182795296
Washington,2014,20834.73965,0.206886251
Colorado,2014,21639.47893,0.226071316
Illinois,2014,21048.76414,0.254605594
Pennsylvania,2014,21968.92183,0.295286735
Wisconsin,2014,20953.44218,0.324725938
Delaware,2014,21732.91983,0.335303379
California,2014,19732.71346,0.397248851
Oregon,2014,20752.68437,0.463925139
Maine,2014,19674.21228,0.472272423
Hawaii,2014,22327.23286,0.476649445
North Dakota,2014,20989.75226,0.479963145
Nebraska,2014,22076.61789,0.483947323
Iowa,2014,20981.58744,0.491695877
Michigan,2014,26495.02344,0.512017608
Florida,2014,21473.22793,0.559130671
Wyoming,2014,20500.58369,0.591680136
Kansas,2014,20570.47147,0.59713888
Montana,2014,23255.01945,0.603277169
Alaska,2014,21681.45802,0.606033466
Utah,2014,20877.86107,0.611702764
Ohio,2014,20727.81908,0.634432937
Missouri,2014,21936.91392,0.662263117
South Dakota,2014,21655.60304,0.673177606
Nevada,2014,19329.74152,0.679082064
North Carolina,2014,20768.83773,0.699466755
Georgia,2014,18629.16741,0.731166523
Arizona,2014,31065.10509,0.757766759
Indiana,2014,20932.28123,0.778805632
South Carolina,2014,25849.80311,0.796758346
Idaho,2014,19869.15933,0.806920717
Alabama,2014,21402.70323,0.817160699
New Mexico,2014,19842.05692,0.828174613
Texas,2014,20387.25937,0.87305503
Tennessee,2014,22135.10921,0.924890339
Oklahoma,2014,19913.54547,0.941199504
Louisiana,2014,21044.92153,0.954346799
Kentucky,2014,19248.58927,0.968426646
Arkansas,2014,22962.55113,0.980057421
West Virginia,2014,27185.89814,0.987690896
Mississippi,2014,17971.98921,0.995321516
Massachusetts,2015,21930.88471,0.010434045
Connecticut,2015,20060.79254,0.02661617
New Hampshire,2015,22136.76675,0.034484979
New Jersey,2015,21392.79986,0.050608961
Maryland,2015,22837.17296,0.073970272
Vermont,2015,21174.10418,0.084320196
New York,2015,21911.49733,0.116055676
Minnesota,2015,21133.59431,0.155291194
District of Columbia,2015,23817.06935,0.164774915
Rhode Island,2015,19512.87959,0.167422312
Virginia,2015,22929.85157,0.182206176
Colorado,2015,22321.47097,0.203543154
Washington,2015,22741.42019,0.222774242
Illinois,2015,18647.11193,0.254035774
Pennsylvania,2015,22021.67713,0.294521155
Wisconsin,2015,23799.45323,0.323839922
North Dakota,2015,19947.83616,0.333987017
California,2015,19471.66427,0.395606397
Delaware,2015,20207.9355,0.457632272
Oregon,2015,18086.63099,0.465317223
Hawaii,2015,21512.44684,0.473765223
Maine,2015,21151.53905,0.478138799
Nebraska,2015,21511.04746,0.483170703
Iowa,2015,23261.06885,0.490894065
Michigan,2015,25489.10965,0.511057109
Florida,2015,22934.87743,0.558215936
Wyoming,2015,22960.57076,0.590952412
Kansas,2015,20157.24596,0.596404373
Montana,2015,18020.26987,0.602531939
Alaska,2015,22800.96461,0.60529267
Utah,2015,19083.79125,0.611011428
Ohio,2015,22928.01176,0.633665522
South Dakota,2015,19952.52237,0.653070418
Missouri,2015,21444.65342,0.663962958
Georgia,2015,19818.17934,0.689537531
North Carolina,2015,20023.18448,0.72139086
Arizona,2015,28765.30768,0.748027963
Nevada,2015,18779.43618,0.763459545
Indiana,2015,21149.35187,0.778444479
South Carolina,2015,21191.1014,0.796389723
Idaho,2015,21037.21447,0.806588159
Texas,2015,23476.31493,0.851009759
Tennessee,2015,22373.61392,0.903144233
New Mexico,2015,22096.87912,0.916773191
Alabama,2015,22755.0218,0.927768888
Oklahoma,2015,20714.81848,0.941435044
Louisiana,2015,21902.8446,0.954534596
Kentucky,2015,23520.89698,0.968552868
Arkansas,2015,18826.85606,0.980153716
West Virginia,2015,28673.86017,0.987759418
Mississippi,2015,19856.50587,0.99534649
Massachusetts,2016,20099.29508,0.010383509
Connecticut,2016,22966.92482,0.026496956
New Hampshire,2016,20741.92177,0.034339826
New Jersey,2016,22658.46628,0.050403952
Maryland,2016,22603.8292,0.073711586
Vermont,2016,22262.73605,0.084053386
New York,2016,20695.11691,0.115646658
Minnesota,2016,19667.57319,0.154734961
Rhode Island,2016,23628.8906,0.164858393
District of Columbia,2016,20783.54634,0.167492586
Virginia,2016,21702.41732,0.181642167
Washington,2016,21169.15853,0.20585265
Colorado,2016,20453.62034,0.22512895
Illinois,2016,21037.64696,0.253494014
North Dakota,2016,21800.84518,0.274708593
Pennsylvania,2016,21145.48981,0.295937353
Wisconsin,2016,20766.64821,0.325137712
California,2016,19560.76999,0.39480212
Oregon,2016,22510.19802,0.461621142
Delaware,2016,21201.67183,0.469305811
Hawaii,2016,21940.97922,0.473041356
Nebraska,2016,21138.94283,0.478190333
Maine,2016,21533.6417,0.48320754
Iowa,2016,21537.80295,0.490129395
Michigan,2016,25605.7503,0.510141612
Wyoming,2016,20520.86908,0.526272785
Kansas,2016,23221.0803,0.531718844
Florida,2016,21868.01531,0.568236537
Montana,2016,20936.73403,0.601823508
Alaska,2016,20542.69527,0.604588597
Utah,2016,22090.25135,0.610356206
South Dakota,2016,21659.6293,0.616256746
Ohio,2016,20327.76443,0.635545427
Missouri,2016,20952.12539,0.663097142
North Carolina,2016,18575.77088,0.688608892
Georgia,2016,21492.25458,0.720605808
Arizona,2016,30296.18552,0.747507639
Nevada,2016,24852.53273,0.763077852
Indiana,2016,19886.02213,0.778092494
South Carolina,2016,21458.60528,0.796028325
Idaho,2016,20077.33032,0.806259369
Texas,2016,20442.8948,0.850993064
Tennessee,2016,22165.83084,0.903424103
New Mexico,2016,20017.38087,0.917050851
Oklahoma,2016,20997.26435,0.926395023
Alabama,2016,19365.72256,0.94003347
Louisiana,2016,23078.28777,0.954720565
Kentucky,2016,21745.89553,0.968679933
West Virginia,2016,23535.76824,0.978501976
Arkansas,2016,22062.64298,0.98607965
Mississippi,2016,20165.39424,0.995371185
Massachusetts,2017,22020.59809,0.010334757
Connecticut,2017,21473.88168,0.026381365
New Hampshire,2017,22871.34024,0.034197907
New Jersey,2017,21176.26165,0.050201916
Maryland,2017,21772.29724,0.073453508
Vermont,2017,21191.14947,0.083784665
New York,2017,23744.18172,0.115241408
Minnesota,2017,19645.09284,0.154189896
Rhode Island,2017,23018.02832,0.164291568
District of Columbia,2017,22251.04663,0.166912685
Virginia,2017,22724.40584,0.18108995
Washington,2017,18749.55802,0.205359125
Colorado,2017,20584.41209,0.2246793
North Dakota,2017,23730.1143,0.233990908
Illinois,2017,20001.81711,0.255110826
Pennsylvania,2017,20792.19617,0.295224005
Wisconsin,2017,20256.82523,0.324309172
California,2017,17764.11333,0.394022712
Oregon,2017,21612.25635,0.460913585
Delaware,2017,21206.53836,0.468597187
Nebraska,2017,21326.76045,0.472980098
Hawaii,2017,23248.27304,0.4781327
Iowa,2017,20378.71384,0.485176222
Maine,2017,23051.85215,0.492070889
Michigan,2017,28019.93374,0.509261557
Wyoming,2017,19887.1727,0.525267049
Kansas,2017,17913.80899,0.530708208
Florida,2017,22973.49566,0.567389576
Montana,2017,18969.25106,0.601145306
Alaska,2017,22649.65204,0.603914926
Utah,2017,19888.56832,0.609729897
South Dakota,2017,21337.971,0.615672179
Ohio,2017,19652.53246,0.634849033
Missouri,2017,20138.44334,0.662268821
Georgia,2017,19482.31718,0.687931086
North Carolina,2017,19793.25034,0.720061783
Arizona,2017,30413.8719,0.747000975
Indiana,2017,21087.19074,0.768188674
Nevada,2017,19986.44328,0.783231785
South Carolina,2017,23477.68612,0.795670728
Idaho,2017,22348.10419,0.805931786
Texas,2017,22126.51691,0.850975193
Tennessee,2017,22616.1633,0.903699969
Oklahoma,2017,20719.29425,0.919979704
New Mexico,2017,21921.42475,0.929317544
Alabama,2017,23647.80931,0.940270676
Louisiana,2017,18785.89687,0.954901807
Kentucky,2017,23233.89746,0.968805257
West Virginia,2017,25463.80572,0.97858693
Arkansas,2017,20290.38131,0.986136817
Mississippi,2017,23160.4964,0.995395252
Massachusetts,2018,20564.69599,0.010286919
Connecticut,2018,22565.2178,0.026267677
New Hampshire,2018,22571.72788,0.03405766
New Jersey,2018,22202.96601,0.050003401
Vermont,2018,20800.53131,0.064825481
Maryland,2018,19531.98118,0.075145746
Minnesota,2018,23680.96871,0.092955959
New York,2018,20610.11603,0.131772086
Rhode Island,2018,21728.02956,0.163745191
Virginia,2018,21062.242,0.178579173
District of Columbia,2018,20378.71769,0.192782647
Colorado,2018,21009.04911,0.202021591
Washington,2018,21922.61852,0.221382609
North Dakota,2018,19653.56234,0.233566788
Illinois,2018,20706.70855,0.254598066
Pennsylvania,2018,20983.78417,0.294536308
Wisconsin,2018,22410.61255,0.323508901
California,2018,20922.11229,0.39326683
Oregon,2018,22068.23044,0.460223337
Delaware,2018,21170.83792,0.467904663
Nebraska,2018,21387.08203,0.472287945
Maine,2018,21643.3282,0.477279011
Hawaii,2018,20461.46693,0.48164078
Iowa,2018,20555.55763,0.488674985
Michigan,2018,28207.71759,0.508406035
Wyoming,2018,21615.19132,0.524291391
Kansas,2018,20798.72244,0.52972773
Florida,2018,20686.17781,0.566570236
Montana,2018,21987.5995,0.600491543
South Dakota,2018,21568.69632,0.603387133
Utah,2018,20244.99331,0.609370316
Alaska,2018,20722.88093,0.61523148
Ohio,2018,18608.19192,0.634177636
Missouri,2018,21428.28645,0.661468648
North Carolina,2018,20975.53497,0.687081362
Georgia,2018,25982.01961,0.71933817
Arizona,2018,29144.34862,0.746504229
Indiana,2018,21366.82085,0.767735221
Nevada,2018,18993.90415,0.782806575
South Carolina,2018,20402.93471,0.795317252
Idaho,2018,22160.29464,0.805605237
Tennessee,2018,19871.66015,0.818492062
Texas,2018,20963.6294,0.871507633
New Mexico,2018,19385.94937,0.917585724
Oklahoma,2018,23015.13794,0.926915913
Louisiana,2018,21669.68127,0.939894122
Alabama,2018,18143.70953,0.954471656
Kentucky,2018,22025.50797,0.968927753
West Virginia,2018,25713.70933,0.978669349
Arkansas,2018,22312.07071,0.986191894
Mississippi,2018,21774.26055,0.995418636
Massachusetts,2019,22638.3301,0.01023974
Connecticut,2019,20933.05502,0.026155353
New Hampshire,2019,21652.14428,0.033918556
New Jersey,2019,21028.74314,0.049809014
Vermont,2019,23970.9883,0.064578318
Maryland,2019,19382.05497,0.074888902
Minnesota,2019,22961.80096,0.092688918
New York,2019,22092.06589,0.131379941
Rhode Island,2019,22655.287,0.163223355
Virginia,2019,18562.94978,0.178072438
Colorado,2019,20604.09772,0.199573355
District of Columbia,2019,23668.66619,0.208820918
Washington,2019,19868.7452,0.220947432
Illinois,2019,19341.47906,0.251961596
North Dakota,2019,20091.26782,0.272909896
Pennsylvania,2019,19283.68094,0.293877069
Wisconsin,2019,21471.17883,0.32273886
California,2019,21014.62424,0.3925446
Oregon,2019,21469.9414,0.45956757
Nebraska,2019,23324.59501,0.468643718
Delaware,2019,20305.7484,0.473027501
Maine,2019,22988.1843,0.476607236
Iowa,2019,22851.40647,0.483450421
Michigan,2019,25076.1154,0.503050421
Hawaii,2019,17817.05268,0.520163839
Wyoming,2019,22729.86529,0.523359148
Florida,2019,18954.93155,0.556779706
Montana,2019,22735.08185,0.590862315
Kansas,2019,19609.90947,0.596955762
South Dakota,2019,21393.92763,0.602766737
Utah,2019,19614.54832,0.608789596
Alaska,2019,19806.84736,0.614695484
Ohio,2019,19474.94737,0.633541211
Missouri,2019,19914.55492,0.660706481
North Carolina,2019,21119.92106,0.686363292
Georgia,2019,21263.52621,0.718737963
Indiana,2019,20824.00519,0.745173947
Arizona,2019,32742.80786,0.766446284
Nevada,2019,21189.39963,0.78239742
South Carolina,2019,22030.22142,0.794977036
Idaho,2019,22639.43897,0.805289842
Tennessee,2019,20647.98659,0.818177106
Texas,2019,21814.23829,0.871475644
Oklahoma,2019,23450.4371,0.920495588
New Mexico,2019,18910.93392,0.929816865
Louisiana,2019,23257.23,0.940106699
Alabama,2019,19835.19263,0.954633327
Kentucky,2019,20213.50707,0.969048512
West Virginia,2019,28579.68367,0.978749887
Arkansas,2019,20958.73385,0.9862451
Mississippi,2019,22911.25463,0.9954414
